From	To	Species	Gene Name\
ENSG00000159884	203260	Homo sapiens	coiled-coil domain containing 107(CCDC107)\
ENSG00000157224	9069	Homo sapiens	claudin 12(CLDN12)\
ENSG00000158555	81544	Homo sapiens	glycerophosphodiester phosphodiesterase domain containing 5(GDPD5)\
ENSG00000196832	390439	Homo sapiens	olfactory receptor family 11 subfamily G member 2(OR11G2)\
ENSG00000172888	285268	Homo sapiens	zinc finger protein 621(ZNF621)\
ENSG00000171557	2266	Homo sapiens	fibrinogen gamma chain(FGG)\
ENSG00000196834	653269	Homo sapiens	POTE ankyrin domain family member I(POTEI)\
ENSG00000157227	4323	Homo sapiens	matrix metallopeptidase 14(MMP14)\
ENSG00000169239	11238	Homo sapiens	carbonic anhydrase 5B(CA5B)\
ENSG00000196826	163051	Homo sapiens	zinc finger protein 709(ZNF709)\
ENSG00000172878	254042	Homo sapiens	methionyl aminopeptidase type 1D, mitochondrial(METAP1D)\
ENSG00000145242	2044	Homo sapiens	EPH receptor A5(EPHA5)\
ENSG00000121297	57616	Homo sapiens	teashirt zinc finger homeobox 3(TSHZ3)\
ENSG00000145241	1060	Homo sapiens	centromere protein C(CENPC)\
ENSG00000108298	6143	Homo sapiens	ribosomal protein L19(RPL19)\
ENSG00000145244	10699	Homo sapiens	corin, serine peptidase(CORIN)\
ENSG00000183520	51118	Homo sapiens	UTP11, small subunit processome component homolog (S. cerevisiae)(UTP11)\
ENSG00000146574	221960	Homo sapiens	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated(CCZ1B)\
ENSG00000145246	57205	Homo sapiens	ATPase phospholipid transporting 10D (putative)(ATP10D)\
ENSG00000146576	79034	Homo sapiens	chromosome 7 open reading frame 26(C7orf26)\
ENSG00000145248	201780	Homo sapiens	solute carrier family 10 member 4(SLC10A4)\
ENSG00000145247	132299	Homo sapiens	OCIA domain containing 2(OCIAD2)\
ENSG00000182218	84439	Homo sapiens	HHIP like 1(HHIPL1)\
ENSG00000183549	54988	Homo sapiens	acyl-CoA synthetase medium-chain family member 5(ACSM5)\
ENSG00000157219	3361	Homo sapiens	5-hydroxytryptamine receptor 5A(HTR5A)\
ENSG00000122591	84668	Homo sapiens	family with sequence similarity 126 member A(FAM126A)\
ENSG00000172890	55191	Homo sapiens	NAD synthetase 1(NADSYN1)\
ENSG00000171560	2243	Homo sapiens	fibrinogen alpha chain(FGA)\
ENSG00000196860	387990	Homo sapiens	translocase of outer mitochondrial membrane 20 like(TOMM20L)\
ENSG00000169242	1942	Homo sapiens	ephrin A1(EFNA1)\
ENSG00000170231	2172	Homo sapiens	fatty acid binding protein 6(FABP6)\
ENSG00000134574	1643	Homo sapiens	damage specific DNA binding protein 2(DDB2)\
ENSG00000171561	341152	Homo sapiens	olfactory receptor family 2 subfamily AT member 4(OR2AT4)\
ENSG00000159871	284348	Homo sapiens	LY6/PLAUR domain containing 5(LYPD5)\
ENSG00000133243	55643	Homo sapiens	BTB domain containing 2(BTBD2)\
ENSG00000196862	285190	Homo sapiens	RANBP2-like and GRIP domain containing 4(RGPD4)\
ENSG00000169241	55974	Homo sapiens	solute carrier family 50 member 1(SLC50A1)\
ENSG00000171564	2244	Homo sapiens	fibrinogen beta chain(FGB)\
ENSG00000157211	200008	Homo sapiens	CUB domain containing protein 2(CDCP2)\
ENSG00000134571	4607	Homo sapiens	myosin binding protein C, cardiac(MYBPC3)\
ENSG00000172893	1717	Homo sapiens	7-dehydrocholesterol reductase(DHCR7)\
ENSG00000159873	150275	Homo sapiens	coiled-coil domain containing 117(CCDC117)\
ENSG00000157212	22976	Homo sapiens	PAX interacting protein 1(PAXIP1)\
ENSG00000171566	5356	Homo sapiens	pleiotropic regulator 1(PLRG1)\
ENSG00000196865	374354	Homo sapiens	NHL repeat containing 2(NHLRC2)\
ENSG00000133246	84106	Homo sapiens	PML-RARA regulated adaptor molecule 1(PRAM1)\
ENSG00000196866	3013	Homo sapiens	histone cluster 1 H2A family member d(HIST1H2AD)\
ENSG00000170234	114825	Homo sapiens	PWWP domain containing 2A(PWWP2A)\
ENSG00000133247	84787	Homo sapiens	lysine methyltransferase 5C(KMT5C)\
ENSG00000158545	124245	Homo sapiens	zinc finger CCCH-type containing 18(ZC3H18)\
ENSG00000157214	261729	Homo sapiens	STEAP2 metalloreductase(STEAP2)\
ENSG00000134575	53	Homo sapiens	acid phosphatase 2, lysosomal(ACP2)\
ENSG00000196867	140612	Homo sapiens	ZFP28 zinc finger protein(ZFP28)\
ENSG00000170236	373509	Homo sapiens	ubiquitin specific peptidase 50(USP50)\
ENSG00000157216	23648	Homo sapiens	single stranded DNA binding protein 3(SSBP3)\
ENSG00000169249	8233	Homo sapiens	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2(ZRSR2)\
ENSG00000196859	390792	Homo sapiens	keratin 39(KRT39)\
ENSG00000169248	6373	Homo sapiens	C-X-C motif chemokine ligand 11(CXCL11)\
ENSG00000172889	51162	Homo sapiens	EGF like domain multiple 7(EGFL7)\
ENSG00000169247	79628	Homo sapiens	SH3 domain and tetratricopeptide repeats 2(SH3TC2)\
ENSG00000169245	3627	Homo sapiens	C-X-C motif chemokine ligand 10(CXCL10)\
ENSG00000147894	203228	Homo sapiens	chromosome 9 open reading frame 72(C9orf72)\
ENSG00000182220	10159	Homo sapiens	ATPase H+ transporting accessory protein 2(ATP6AP2)\
ENSG00000122592	3204	Homo sapiens	homeobox A7(HOXA7)\
ENSG00000182223	326340	Homo sapiens	zygote arrest 1(ZAR1)\
ENSG00000184887	90135	Homo sapiens	BTB domain containing 6(BTBD6)\
ENSG00000182224	124637	Homo sapiens	cytochrome b5 domain containing 1(CYB5D1)\
ENSG00000147896	56832	Homo sapiens	interferon kappa(IFNK)\
ENSG00000182208	81532	Homo sapiens	MOB kinase activator 2(MOB2)\
ENSG00000121270	85320	Homo sapiens	ATP binding cassette subfamily C member 11(ABCC11)\
ENSG00000171570	53916	Homo sapiens	RAB4B, member RAS oncogene family(RAB4B)\
ENSG00000170242	55031	Homo sapiens	ubiquitin specific peptidase 47(USP47)\
ENSG00000196850	160760	Homo sapiens	PTC7 protein phosphatase homolog(PPTC7)\
ENSG00000169252	154	Homo sapiens	adrenoceptor beta 2(ADRB2)\
ENSG00000169251	51068	Homo sapiens	NMD3 ribosome export adaptor(NMD3)\
ENSG00000171574	201514	Homo sapiens	zinc finger protein 584(ZNF584)\
ENSG00000134588	83844	Homo sapiens	ubiquitin specific peptidase 26(USP26)\
ENSG00000170248	10015	Homo sapiens	programmed cell death 6 interacting protein(PDCD6IP)\
ENSG00000133256	5158	Homo sapiens	phosphodiesterase 6B(PDE6B)\
ENSG00000147889	1029	Homo sapiens	cyclin dependent kinase inhibitor 2A(CDKN2A)\
ENSG00000169258	114787	Homo sapiens	G protein regulated inducer of neurite outgrowth 1(GPRIN1)\
ENSG00000133250	84330	Homo sapiens	zinc finger protein 414(ZNF414)\
ENSG00000169255	8706	Homo sapiens	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)(B3GALNT1)\
ENSG00000147883	1030	Homo sapiens	cyclin dependent kinase inhibitor 2B(CDKN2B)\
ENSG00000000938	2268	Homo sapiens	FGR proto-oncogene, Src family tyrosine kinase(FGR)\
ENSG00000145220	55646	Homo sapiens	Ly1 antibody reactive(LYAR)\
ENSG00000121274	64282	Homo sapiens	poly(A) RNA polymerase D5, non-canonical(PAPD5)\
ENSG00000183542	8302	Homo sapiens	killer cell lectin like receptor C4(KLRC4)\
ENSG00000146555	221935	Homo sapiens	sidekick cell adhesion molecule 1(SDK1)\
ENSG00000147885	3449	Homo sapiens	interferon alpha 16(IFNA16)\
ENSG00000158526	90121	Homo sapiens	TSR2, ribosome maturation factor(TSR2)\
ENSG00000133226	10250	Homo sapiens	serine and arginine repetitive matrix 1(SRRM1)\
ENSG00000158528	55607	Homo sapiens	protein phosphatase 1 regulatory subunit 9A(PPP1R9A)\
ENSG00000134551	5555	Homo sapiens	proline rich protein HaeIII subfamily 2(PRH2)\
ENSG00000170255	259249	Homo sapiens	MAS related GPR family member X1(MRGPRX1)\
ENSG00000205442	100129669	Homo sapiens	IZUMO family member 3(IZUMO3)\
ENSG00000171587	1826	Homo sapiens	DS cell adhesion molecule(DSCAM)\
ENSG00000110583	79829	Homo sapiens	N(alpha)-acetyltransferase 40, NatD catalytic subunit(NAA40)\
ENSG00000158525	93979	Homo sapiens	carboxypeptidase A5(CPA5)\
ENSG00000145217	10861	Homo sapiens	solute carrier family 26 member 1(SLC26A1)\
ENSG00000204118	645996	Homo sapiens	nucleosome assembly protein 1 like 6(NAP1L6)\
ENSG00000145216	81608	Homo sapiens	factor interacting with PAPOLA and CPSF1(FIP1L1)\
ENSG00000205445	386679	Homo sapiens	keratin associated protein 10-2(KRTAP10-2)\
ENSG00000183570	54039	Homo sapiens	poly(rC) binding protein 3(PCBP3)\
ENSG00000183571	145814	Homo sapiens	pyroglutamyl-peptidase I-like(PGPEP1L)\
ENSG00000204116	53344	Homo sapiens	cysteine rich hydrophobic domain 1(CHIC1)\
ENSG00000182240	25825	Homo sapiens	beta-site APP-cleaving enzyme 2(BACE2)\
ENSG00000147872	123	Homo sapiens	perilipin 2(PLIN2)\
ENSG00000146540	84310	Homo sapiens	chromosome 7 open reading frame 50(C7orf50)\
ENSG00000147873	3442	Homo sapiens	interferon alpha 5(IFNA5)\
ENSG00000108262	28964	Homo sapiens	GIT ArfGAP 1(GIT1)\
ENSG00000183576	84193	Homo sapiens	SET domain containing 3(SETD3)\
ENSG00000182247	7325	Homo sapiens	ubiquitin conjugating enzyme E2 E2(UBE2E2)\
ENSG00000183578	388121	Homo sapiens	TNF alpha induced protein 8 like 3(TNFAIP8L3)\
ENSG00000183579	84133	Homo sapiens	zinc and ring finger 3(ZNRF3)\
ENSG00000147874	54801	Homo sapiens	HAUS augmin like complex subunit 6(HAUS6)\
ENSG00000145214	1609	Homo sapiens	diacylglycerol kinase theta(DGKQ)\
ENSG00000122574	644150	Homo sapiens	WAS/WASL interacting protein family member 3(WIPF3)\
ENSG00000183559	399814	Homo sapiens	chromosome 10 open reading frame 120(C10orf120)\
ENSG00000158516	1358	Homo sapiens	carboxypeptidase A2(CPA2)\
ENSG00000158517	653361	Homo sapiens	neutrophil cytosolic factor 1(NCF1)\
ENSG00000135899	3431	Homo sapiens	SP110 nuclear body protein(SP110)\
ENSG00000134569	4038	Homo sapiens	LDL receptor related protein 4(LRP4)\
ENSG00000170260	7988	Homo sapiens	zinc finger protein 212(ZNF212)\
ENSG00000170262	56246	Homo sapiens	melanocortin 2 receptor accessory protein(MRAP)\
ENSG00000196872	343990	Homo sapiens	KIAA1211 like(KIAA1211L)\
ENSG00000170264	84140	Homo sapiens	family with sequence similarity 161 member A(FAM161A)\
ENSG00000171595	64446	Homo sapiens	dynein axonemal intermediate chain 2(DNAI2)\
ENSG00000196873	445571	Homo sapiens	COBW domain containing 3(CBWD3)\
ENSG00000170266	2720	Homo sapiens	galactosidase beta 1(GLB1)\
ENSG00000159840	7791	Homo sapiens	zyxin(ZYX)\
ENSG00000170265	8427	Homo sapiens	zinc finger protein 282(ZNF282)\
ENSG00000171596	10316	Homo sapiens	neuromedin U receptor 1(NMUR1)\
ENSG00000196876	6334	Homo sapiens	sodium voltage-gated channel alpha subunit 8(SCN8A)\
ENSG00000169271	8988	Homo sapiens	heat shock protein family B (small) member 3(HSPB3)\
ENSG00000135898	9290	Homo sapiens	G protein-coupled receptor 55(GPR55)\
ENSG00000159842	29	Homo sapiens	active BCR-related(ABR)\
ENSG00000196878	100422894	Homo sapiens	microRNA 4260(MIR4260)\
ENSG00000147869	9350	Homo sapiens	cerberus 1, DAN family BMP antagonist(CER1)\
ENSG00000205439	386683	Homo sapiens	keratin associated protein 12-3(KRTAP12-3)\
ENSG00000204103	9935	Homo sapiens	MAF bZIP transcription factor B(MAFB)\
ENSG00000205436	91828	Homo sapiens	exocyst complex component 3 like 4(EXOC3L4)\
ENSG00000183560	390243	Homo sapiens	IZUMO1 receptor, JUNO(IZUMO1R)\
ENSG00000182230	100507387	Homo sapiens	uncharacterized LOC100507387(LOC100507387)\
ENSG00000204104	26146	Homo sapiens	TRAF3 interacting protein 1(TRAF3IP1)\
ENSG00000122584	30010	Homo sapiens	neurexophilin 1(NXPH1)\
ENSG00000147862	4781	Homo sapiens	nuclear factor I B(NFIB)\
ENSG00000184895	6736	Homo sapiens	sex determining region Y(SRY)\
ENSG00000146530	221806	Homo sapiens	von Willebrand factor D and EGF domains(VWDE)\
ENSG00000184898	375287	Homo sapiens	RNA binding motif protein 43(RBM43)\
ENSG00000184897	8971	Homo sapiens	H1 histone family member X(H1FX)\
ENSG00000108255	1411	Homo sapiens	crystallin beta A1(CRYBA1)\
ENSG00000146535	2768	Homo sapiens	G protein subunit alpha 12(GNA12)\
ENSG00000109586	51809	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 7(GALNT7)\
ENSG00000122585	4852	Homo sapiens	neuropeptide Y(NPY)\
ENSG00000183569	253190	Homo sapiens	serine hydrolase-like 2(SERHL2)\
ENSG00000108256	57532	Homo sapiens	NUFIP2, FMR1 interacting protein 2(NUFIP2)\
ENSG00000134538	10599	Homo sapiens	solute carrier organic anion transporter family member 1B1(SLCO1B1)\
ENSG00000218739	100505876	Homo sapiens	CEBPZ opposite strand(CEBPZOS)\
ENSG00000170271	10826	Homo sapiens	fatty acid hydroxylase domain containing 2(FAXDC2)\
ENSG00000170270	84520	Homo sapiens	GON7, KEOPS complex subunit homolog(GON7)\
ENSG00000134539	3824	Homo sapiens	killer cell lectin like receptor D1(KLRD1)\
ENSG00000170275	10491	Homo sapiens	cartilage associated protein(CRTAP)\
ENSG00000170276	3316	Homo sapiens	heat shock protein family B (small) member 2(HSPB2)\
ENSG00000205420	3853	Homo sapiens	keratin 6A(KRT6A)\
ENSG00000170279	202865	Homo sapiens	chromosome 7 open reading frame 33(C7orf33)\
ENSG00000169282	7881	Homo sapiens	potassium voltage-gated channel subfamily A member regulatory beta subunit 1(KCNAB1)\
ENSG00000134533	85004	Homo sapiens	RAS like estrogen regulated growth inhibitor(RERG)\
ENSG00000134531	2012	Homo sapiens	epithelial membrane protein 1(EMP1)\
ENSG00000135862	3915	Homo sapiens	laminin subunit gamma 1(LAMC1)\
ENSG00000134532	6660	Homo sapiens	SRY-box 5(SOX5)\
ENSG00000205426	3887	Homo sapiens	keratin 81(KRT81)\
ENSG00000122557	64224	Homo sapiens	HERPUD family member 2(HERPUD2)\
ENSG00000205423	255919	Homo sapiens	CTD nuclear envelope phosphatase 1 regulatory subunit 1(CNEP1R1)\
ENSG00000182261	338322	Homo sapiens	NLR family pyrin domain containing 10(NLRP10)\
ENSG00000169288	65008	Homo sapiens	mitochondrial ribosomal protein L1(MRPL1)\
ENSG00000182263	55137	Homo sapiens	fidgetin, microtubule severing factor(FIGN)\
ENSG00000182264	284359	Homo sapiens	izumo sperm-egg fusion 1(IZUMO1)\
ENSG00000122550	55975	Homo sapiens	kelch like family member 7(KLHL7)\
ENSG00000183597	128989	Homo sapiens	transport and golgi organization 2 homolog(TANGO2)\
ENSG00000183598	653604	Homo sapiens	histone cluster 2 H3 family member d(HIST2H3D)\
ENSG00000147854	115426	Homo sapiens	ubiquitin like with PHD and ring finger domains 2(UHRF2)\
ENSG00000146521	26238	Homo sapiens	long intergenic non-protein coding RNA 1558(LINC01558)\
ENSG00000147852	7436	Homo sapiens	very low density lipoprotein receptor(VLDLR)\
ENSG00000147853	50808	Homo sapiens	adenylate kinase 3(AK3)\
ENSG00000134548	80763	Homo sapiens	spexin hormone(SPX)\
ENSG00000133216	2048	Homo sapiens	EPH receptor B2(EPHB2)\
ENSG00000196890	128312	Homo sapiens	histone cluster 3 H2B family member b(HIST3H2BB)\
ENSG00000169297	190	Homo sapiens	nuclear receptor subfamily 0 group B member 1(NR0B1)\
ENSG00000097096	84144	Homo sapiens	synapse defective Rho GTPase homolog 2(SYDE2)\
ENSG00000135870	149041	Homo sapiens	ring finger and CCCH-type domains 1(RC3H1)\
ENSG00000134545	3821	Homo sapiens	killer cell lectin like receptor C1(KLRC1)\
ENSG00000170289	54714	Homo sapiens	cyclic nucleotide gated channel beta 3(CNGB3)\
ENSG00000169291	126669	Homo sapiens	Src homology 2 domain containing E(SHE)\
ENSG00000121236	117854	Homo sapiens	tripartite motif containing 6(TRIM6)\
ENSG00000183580	23194	Homo sapiens	F-box and leucine rich repeat protein 7(FBXL7)\
ENSG00000169299	55276	Homo sapiens	phosphoglucomutase 2(PGM2)\
ENSG00000205413	54809	Homo sapiens	sterile alpha motif domain containing 9(SAMD9)\
ENSG00000182253	23336	Homo sapiens	synemin(SYNM)\
ENSG00000182255	3739	Homo sapiens	potassium voltage-gated channel subfamily A member 4(KCNA4)\
ENSG00000182256	2567	Homo sapiens	gamma-aminobutyric acid type A receptor gamma3 subunit(GABRG3)\
ENSG00000122566	3181	Homo sapiens	heterogeneous nuclear ribonucleoprotein A2/B1(HNRNPA2B1)\
ENSG00000182257	55267	Homo sapiens	proline rich 34(PRR34)\
ENSG00000122565	11335	Homo sapiens	chromobox 3(CBX3)\
ENSG00000123892	23682	Homo sapiens	RAB38, member RAS oncogene family(RAB38)\
ENSG00000134516	1794	Homo sapiens	dedicator of cytokinesis 2(DOCK2)\
ENSG00000111879	79632	Homo sapiens	family with sequence similarity 184 member A(FAM184A)\
ENSG00000135845	5279	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class C(PIGC)\
ENSG00000170291	23587	Homo sapiens	elongator acetyltransferase complex subunit 5(ELP5)\
ENSG00000170290	6588	Homo sapiens	sarcolipin(SLN)\
ENSG00000170293	152189	Homo sapiens	CKLF like MARVEL transmembrane domain containing 8(CMTM8)\
ENSG00000111875	25842	Homo sapiens	anti-silencing function 1A histone chaperone(ASF1A)\
ENSG00000111877	254394	Homo sapiens	minichromosome maintenance 9 homologous recombination repair factor(MCM9)\
ENSG00000170296	11337	Homo sapiens	GABA type A receptor-associated protein(GABARAP)\
ENSG00000170298	284194	Homo sapiens	galectin 9B(LGALS9B)\
ENSG00000135842	116496	Homo sapiens	family with sequence similarity 129 member A(FAM129A)\
ENSG00000121207	9227	Homo sapiens	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)(LRAT)\
ENSG00000182287	8905	Homo sapiens	adaptor related protein complex 1 sigma 2 subunit(AP1S2)\
ENSG00000108219	81619	Homo sapiens	tetraspanin 14(TSPAN14)\
ENSG00000110536	114971	Homo sapiens	protein tyrosine phosphatase, mitochondrial 1(PTPMT1)\
ENSG00000111860	387119	Homo sapiens	centrosomal protein 85 like(CEP85L)\
ENSG00000111863	84830	Homo sapiens	androgen dependent TFPI regulating protein(ADTRP)\
ENSG00000122548	9808	Homo sapiens	KIAA0087(KIAA0087)\
ENSG00000122547	80820	Homo sapiens	endonuclease/exonuclease/phosphatase family domain containing 1(EEPD1)\
ENSG00000122545	989	Homo sapiens	septin 7(SEPT7)\
ENSG00000182271	388364	Homo sapiens	transmembrane and immunoglobulin domain containing 1(TMIGD1)\
ENSG00000182272	338707	Homo sapiens	beta-1,4-N-acetyl-galactosaminyltransferase 4(B4GALNT4)\
ENSG00000122543	654231	Homo sapiens	oncomodulin(OCM)\
ENSG00000121211	84057	Homo sapiens	meiotic nuclear divisions 1(MND1)\
ENSG00000121210	23240	Homo sapiens	KIAA0922(KIAA0922)\
ENSG00000135824	85397	Homo sapiens	regulator of G-protein signaling 8(RGS8)\
ENSG00000135823	10228	Homo sapiens	syntaxin 6(STX6)\
ENSG00000135829	1660	Homo sapiens	DExH-box helicase 9(DHX9)\
ENSG00000135828	6041	Homo sapiens	ribonuclease L(RNASEL)\
ENSG00000111897	57515	Homo sapiens	serine incorporator 1(SERINC1)\
ENSG00000277075	3012	Homo sapiens	histone cluster 1 H2A family member e(HIST1H2AE)\
ENSG00000135821	2752	Homo sapiens	glutamate-ammonia ligase(GLUL)\
ENSG00000122515	83637	Homo sapiens	zinc finger MIZ-type containing 2(ZMIZ2)\
ENSG00000122512	5395	Homo sapiens	PMS1 homolog 2, mismatch repair system component(PMS2)\
ENSG00000147813	93100	Homo sapiens	nicotinate phosphoribosyltransferase(NAPRT)\
ENSG00000123843	725	Homo sapiens	complement component 4 binding protein beta(C4BPB)\
ENSG00000108242	1562	Homo sapiens	cytochrome P450 family 2 subfamily C member 18(CYP2C18)\
ENSG00000109572	1182	Homo sapiens	chloride voltage-gated channel 3(CLCN3)\
ENSG00000108244	25984	Homo sapiens	keratin 23(KRT23)\
ENSG00000109576	51166	Homo sapiens	aminoadipate aminotransferase(AADAT)\
ENSG00000134504	284252	Homo sapiens	potassium channel tetramerization domain containing 1(KCTD1)\
ENSG00000108239	23232	Homo sapiens	TBC1 domain family member 12(TBC1D12)\
ENSG00000135835	57710	Homo sapiens	KIAA1614(KIAA1614)\
ENSG00000134508	91768	Homo sapiens	Cdk5 and Abl enzyme substrate 1(CABLES1)\
ENSG00000111886	2570	Homo sapiens	gamma-aminobutyric acid type A receptor rho2 subunit(GABRR2)\
ENSG00000135838	80896	Homo sapiens	N-acetylneuraminate pyruvate lyase(NPL)\
ENSG00000135837	9857	Homo sapiens	centrosomal protein 350(CEP350)\
ENSG00000111885	4121	Homo sapiens	mannosidase alpha class 1A member 1(MAN1A1)\
ENSG00000026751	57823	Homo sapiens	SLAM family member 7(SLAMF7)\
ENSG00000025423	8630	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 6(HSD17B6)\
ENSG00000111880	8732	Homo sapiens	RNA guanylyltransferase and 5'-phosphatase(RNGTT)\
ENSG00000147804	55630	Homo sapiens	solute carrier family 39 member 4(SLC39A4)\
ENSG00000108231	9211	Homo sapiens	leucine rich glioma inactivated 1(LGI1)\
ENSG00000013441	1195	Homo sapiens	CDC like kinase 1(CLK1)\
ENSG00000135801	27097	Homo sapiens	TATA-box binding protein associated factor 5 like(TAF5L)\
ENSG00000111837	4117	Homo sapiens	male germ cell associated kinase(MAK)\
ENSG00000109519	80273	Homo sapiens	GrpE like 1, mitochondrial(GRPEL1)\
ENSG00000111832	51389	Homo sapiens	RWD domain containing 1(RWDD1)\
ENSG00000111834	345895	Homo sapiens	radial spoke head 4 homolog A(RSPH4A)\
ENSG00000025434	10062	Homo sapiens	nuclear receptor subfamily 1 group H member 3(NR1H3)\
